row_index,sample_id,case_id,annotation_id,label,split,center,raw_tiff_path,raw_tiff_sha256,level,orientation,image_width,image_height,bbox_x,bbox_y,bbox_w,bbox_h,policy_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,original_area,original_centroid_x,original_centroid_y,clipped_x0,clipped_y0,clipped_x1,clipped_y1,clipped_area,clipped_area_fraction,anchor_x,anchor_y,anchor_delta_x,anchor_delta_y,was_clipped,mpp_x,mpp_y,mpp_source,scale_geometry_json
1026,112__112__ann3143__y1,112,3143,1,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,4986.0,1910.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,4986.0,1910.0,5036.0,1960.0,2500.0,5011.0,1935.0,4986.0,1910.0,5036.0,1960.0,2500.0,1.0,5011.0,1935.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":5011.0,""anchor_y"":1935.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4790,""realized_x1"":5232,""realized_y0"":1714,""realized_y1"":2156,""requested_x0"":4790,""requested_x1"":5232,""requested_y0"":1714,""requested_y1"":2156,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":5011.0,""anchor_y"":1935.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4955,""realized_x1"":5066,""realized_y0"":1879,""realized_y1"":1990,""requested_x0"":4955,""requested_x1"":5066,""requested_y0"":1879,""requested_y1"":1990,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":5011.0,""anchor_y"":1935.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4900,""realized_x1"":5121,""realized_y0"":1824,""realized_y1"":2045,""requested_x0"":4900,""requested_x1"":5121,""requested_y0"":1824,""requested_y1"":2045,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1027,112__112__ann3144__y0,112,3144,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,5985.0,2097.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,5985.0,2097.0,6035.0,2147.0,2500.0,6010.0,2122.0,5985.0,2097.0,6035.0,2147.0,2500.0,1.0,6010.0,2122.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":6010.0,""anchor_y"":2122.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5789,""realized_x1"":6231,""realized_y0"":1901,""realized_y1"":2343,""requested_x0"":5789,""requested_x1"":6231,""requested_y0"":1901,""requested_y1"":2343,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":6010.0,""anchor_y"":2122.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5954,""realized_x1"":6065,""realized_y0"":2066,""realized_y1"":2177,""requested_x0"":5954,""requested_x1"":6065,""requested_y0"":2066,""requested_y1"":2177,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6010.0,""anchor_y"":2122.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5899,""realized_x1"":6120,""realized_y0"":2011,""realized_y1"":2232,""requested_x0"":5899,""requested_x1"":6120,""requested_y0"":2011,""requested_y1"":2232,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1028,112__112__ann3145__y0,112,3145,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,1100.0,2479.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1100.0,2479.0,1150.0,2529.0,2500.0,1125.0,2504.0,1100.0,2479.0,1150.0,2529.0,2500.0,1.0,1125.0,2504.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":1125.0,""anchor_y"":2504.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":904,""realized_x1"":1346,""realized_y0"":2283,""realized_y1"":2725,""requested_x0"":904,""requested_x1"":1346,""requested_y0"":2283,""requested_y1"":2725,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1125.0,""anchor_y"":2504.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1069,""realized_x1"":1180,""realized_y0"":2448,""realized_y1"":2559,""requested_x0"":1069,""requested_x1"":1180,""requested_y0"":2448,""requested_y1"":2559,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1125.0,""anchor_y"":2504.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1014,""realized_x1"":1235,""realized_y0"":2393,""realized_y1"":2614,""requested_x0"":1014,""requested_x1"":1235,""requested_y0"":2393,""requested_y1"":2614,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1029,112__112__ann3147__y1,112,3147,1,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,3136.0,2916.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3136.0,2916.0,3186.0,2966.0,2500.0,3161.0,2941.0,3136.0,2916.0,3186.0,2966.0,2500.0,1.0,3161.0,2941.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3161.0,""anchor_y"":2941.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2940,""realized_x1"":3382,""realized_y0"":2720,""realized_y1"":3162,""requested_x0"":2940,""requested_x1"":3382,""requested_y0"":2720,""requested_y1"":3162,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3161.0,""anchor_y"":2941.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3105,""realized_x1"":3216,""realized_y0"":2885,""realized_y1"":2996,""requested_x0"":3105,""requested_x1"":3216,""requested_y0"":2885,""requested_y1"":2996,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3161.0,""anchor_y"":2941.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3050,""realized_x1"":3271,""realized_y0"":2830,""realized_y1"":3051,""requested_x0"":3050,""requested_x1"":3271,""requested_y0"":2830,""requested_y1"":3051,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1030,112__112__ann3148__y0,112,3148,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,2384.0,2695.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,2384.0,2695.0,2434.0,2745.0,2500.0,2409.0,2720.0,2384.0,2695.0,2434.0,2745.0,2500.0,1.0,2409.0,2720.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":2409.0,""anchor_y"":2720.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2188,""realized_x1"":2630,""realized_y0"":2499,""realized_y1"":2941,""requested_x0"":2188,""requested_x1"":2630,""requested_y0"":2499,""requested_y1"":2941,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":2409.0,""anchor_y"":2720.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2353,""realized_x1"":2464,""realized_y0"":2664,""realized_y1"":2775,""requested_x0"":2353,""requested_x1"":2464,""requested_y0"":2664,""requested_y1"":2775,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":2409.0,""anchor_y"":2720.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2298,""realized_x1"":2519,""realized_y0"":2609,""realized_y1"":2830,""requested_x0"":2298,""requested_x1"":2519,""requested_y0"":2609,""requested_y1"":2830,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1031,112__112__ann3150__y0,112,3150,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,3921.0,2488.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3921.0,2488.0,3971.0,2538.0,2500.0,3946.0,2513.0,3921.0,2488.0,3971.0,2538.0,2500.0,1.0,3946.0,2513.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3946.0,""anchor_y"":2513.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3725,""realized_x1"":4167,""realized_y0"":2292,""realized_y1"":2734,""requested_x0"":3725,""requested_x1"":4167,""requested_y0"":2292,""requested_y1"":2734,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3946.0,""anchor_y"":2513.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3890,""realized_x1"":4001,""realized_y0"":2457,""realized_y1"":2568,""requested_x0"":3890,""requested_x1"":4001,""requested_y0"":2457,""requested_y1"":2568,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3946.0,""anchor_y"":2513.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3835,""realized_x1"":4056,""realized_y0"":2402,""realized_y1"":2623,""requested_x0"":3835,""requested_x1"":4056,""requested_y0"":2402,""requested_y1"":2623,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1032,112__112__ann3151__y0,112,3151,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,5275.0,2777.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,5275.0,2777.0,5325.0,2827.0,2500.0,5300.0,2802.0,5275.0,2777.0,5325.0,2827.0,2500.0,1.0,5300.0,2802.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":5300.0,""anchor_y"":2802.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5079,""realized_x1"":5521,""realized_y0"":2581,""realized_y1"":3023,""requested_x0"":5079,""requested_x1"":5521,""requested_y0"":2581,""requested_y1"":3023,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":5300.0,""anchor_y"":2802.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5244,""realized_x1"":5355,""realized_y0"":2746,""realized_y1"":2857,""requested_x0"":5244,""requested_x1"":5355,""requested_y0"":2746,""requested_y1"":2857,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":5300.0,""anchor_y"":2802.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5189,""realized_x1"":5410,""realized_y0"":2691,""realized_y1"":2912,""requested_x0"":5189,""requested_x1"":5410,""requested_y0"":2691,""requested_y1"":2912,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1033,112__112__ann3152__y0,112,3152,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,5744.0,3025.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,5744.0,3025.0,5794.0,3075.0,2500.0,5769.0,3050.0,5744.0,3025.0,5794.0,3075.0,2500.0,1.0,5769.0,3050.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":5769.0,""anchor_y"":3050.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5548,""realized_x1"":5990,""realized_y0"":2829,""realized_y1"":3271,""requested_x0"":5548,""requested_x1"":5990,""requested_y0"":2829,""requested_y1"":3271,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":5769.0,""anchor_y"":3050.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5713,""realized_x1"":5824,""realized_y0"":2994,""realized_y1"":3105,""requested_x0"":5713,""requested_x1"":5824,""requested_y0"":2994,""requested_y1"":3105,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":5769.0,""anchor_y"":3050.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5658,""realized_x1"":5879,""realized_y0"":2939,""realized_y1"":3160,""requested_x0"":5658,""requested_x1"":5879,""requested_y0"":2939,""requested_y1"":3160,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1034,112__112__ann3153__y0,112,3153,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,5985.0,2580.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,5985.0,2580.0,6035.0,2630.0,2500.0,6010.0,2605.0,5985.0,2580.0,6035.0,2630.0,2500.0,1.0,6010.0,2605.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":6010.0,""anchor_y"":2605.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5789,""realized_x1"":6231,""realized_y0"":2384,""realized_y1"":2826,""requested_x0"":5789,""requested_x1"":6231,""requested_y0"":2384,""requested_y1"":2826,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":6010.0,""anchor_y"":2605.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5954,""realized_x1"":6065,""realized_y0"":2549,""realized_y1"":2660,""requested_x0"":5954,""requested_x1"":6065,""requested_y0"":2549,""requested_y1"":2660,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6010.0,""anchor_y"":2605.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5899,""realized_x1"":6120,""realized_y0"":2494,""realized_y1"":2715,""requested_x0"":5899,""requested_x1"":6120,""requested_y0"":2494,""requested_y1"":2715,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1035,112__112__ann3154__y0,112,3154,0,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,6070.0,2519.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,6070.0,2519.0,6120.0,2569.0,2500.0,6095.0,2544.0,6070.0,2519.0,6120.0,2569.0,2500.0,1.0,6095.0,2544.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":6095.0,""anchor_y"":2544.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5874,""realized_x1"":6316,""realized_y0"":2323,""realized_y1"":2765,""requested_x0"":5874,""requested_x1"":6316,""requested_y0"":2323,""requested_y1"":2765,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":6095.0,""anchor_y"":2544.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6039,""realized_x1"":6150,""realized_y0"":2488,""realized_y1"":2599,""requested_x0"":6039,""requested_x1"":6150,""requested_y0"":2488,""requested_y1"":2599,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6095.0,""anchor_y"":2544.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5984,""realized_x1"":6205,""realized_y0"":2433,""realized_y1"":2654,""requested_x0"":5984,""requested_x1"":6205,""requested_y0"":2433,""requested_y1"":2654,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1036,112__112__ann3157__y1,112,3157,1,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,661.0,3711.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,661.0,3711.0,711.0,3761.0,2500.0,686.0,3736.0,661.0,3711.0,711.0,3761.0,2500.0,1.0,686.0,3736.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":686.0,""anchor_y"":3736.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":465,""realized_x1"":907,""realized_y0"":3515,""realized_y1"":3957,""requested_x0"":465,""requested_x1"":907,""requested_y0"":3515,""requested_y1"":3957,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":686.0,""anchor_y"":3736.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":630,""realized_x1"":741,""realized_y0"":3680,""realized_y1"":3791,""requested_x0"":630,""requested_x1"":741,""requested_y0"":3680,""requested_y1"":3791,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":686.0,""anchor_y"":3736.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":575,""realized_x1"":796,""realized_y0"":3625,""realized_y1"":3846,""requested_x0"":575,""requested_x1"":796,""requested_y0"":3625,""requested_y1"":3846,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
1037,112__112__ann3158__y1,112,3158,1,train,5,datasets/midogpp/raw/MIDOGpp/images/112.tiff,b0ac5f0cbcd67c0421fe956e6212f63bf7b89140b8bc67bf2c744681f0bc5fde,0,1,6446,4883,729.0,3262.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,729.0,3262.0,779.0,3312.0,2500.0,754.0,3287.0,729.0,3262.0,779.0,3312.0,2500.0,1.0,754.0,3287.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":754.0,""anchor_y"":3287.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":533,""realized_x1"":975,""realized_y0"":3066,""realized_y1"":3508,""requested_x0"":533,""requested_x1"":975,""requested_y0"":3066,""requested_y1"":3508,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":754.0,""anchor_y"":3287.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":698,""realized_x1"":809,""realized_y0"":3231,""realized_y1"":3342,""requested_x0"":698,""requested_x1"":809,""requested_y0"":3231,""requested_y1"":3342,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":754.0,""anchor_y"":3287.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":643,""realized_x1"":864,""realized_y0"":3176,""realized_y1"":3397,""requested_x0"":643,""requested_x1"":864,""requested_y0"":3176,""requested_y1"":3397,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
